name,highway,maxspeed,oneway,reversed,length,rfid_c,rfid,avgspeed,time,EV1_ma,EV1_fr,EV1_ma_PD1,node_A,node_B,edge_fid,lanes,bridge,width,ref,service,junction,tunnel,access,osmid_original
Laan van Meerdervoort,tertiary,50,True,False,63.747,"[2728, 2443, 765]",429,50.0,0.001,-9999.0,0.0,0.0,,,nan,2,nan,nan,nan,nan,nan,nan,nan,694347417
Laan van Meerdervoort,tertiary,50,True,False,141.518,"[1874, 1196, 677, 2117]",412,50.0,0.003,-9999.0,0.0,0.0,,,nan,"['1', '2']",nan,nan,nan,nan,nan,nan,nan,"[694347417, 33082909]"
Buitenhof,tertiary,50,True,False,13.663,689,413,50.0,0.0,-9999.0,0.0,0.0,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,7477771
Korte Vijverberg,residential,"['30', '50']",True,False,22.342,"[304, 697, 2737, 1414]",416,40.0,0.001,-9999.0,0.0,0.0,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[335337593, 1346438034, 55625182]"
Kneuterdijk,tertiary,50,False,True,15.689,"[1994, 702]",605,50.0,0.0,-9999.0,0.0,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[55625188, 55625207]"
Lange Beestenmarkt,residential,30,False,False,42.969,2163,652,30.0,0.001,-9999.0,0.0,0.0,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,1036660145
"['Lange Beestenmarkt', 'Prinsegracht']","['residential', 'tertiary']","['30', '50']",True,False,82.094,"[1861, 1416, 1580, 722, 1842, 1908]",421,40.0,0.002,-9999.0,0.0,0.0,,,nan,2,nan,nan,nan,nan,nan,nan,nan,"[446147163, 203251107]"
Laan,residential,50,False,False,66.59799999999998,"[1678, 2095, 1584, 1586, 1140, 87, 1336]",641,50.0,0.001,-9999.0,0.0,0.0,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[7477522, 211521661]"
Buitenhof,residential,50,False,True,11.399999999999999,"[760, 1378, 1380, 685]",425,50.0,0.0,-9999.0,0.0,0.0,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,59492819
"['Buitenhof', 'Hofweg']",residential,50,True,False,45.078,"[730, 1962, 225, 2693]",598,50.0,0.001,-9999.0,0.0,0.0,,,nan,1,nan,nan,nan,nan,nan,nan,nan,"[743633616, 653973435]"
Raamweg,primary,50,True,False,14.649999999999999,"[762, 783, 2567]",427,50.0,0.0,-9999.0,0.0,0.0,,,nan,2,nan,nan,S100,nan,nan,nan,nan,59753348
Koningskade,primary,50,True,False,74.34400000000001,"[784, 2565, 781, 782]",432,50.0,0.001,-9999.0,0.0,0.0,,,nan,3,nan,nan,S100,nan,nan,nan,nan,59753346
Raamweg,primary,50,True,False,8.122,2511,700,50.0,0.0,-9999.0,0.0,0.0,,,nan,2,nan,nan,S100,nan,nan,nan,nan,388217371
Timorstraat,residential,30,False,True,5.335,797,439,30.0,0.0,-9999.0,0.0,0.0,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,7493859
Burgemeester Patijnlaan,secondary,50,True,False,62.844,"[818, 787, 789]",434,50.0,0.001,-9999.0,0.0,0.0,,,nan,1,nan,nan,S100,nan,nan,nan,nan,308591609
Burgemeester Patijnlaan,secondary,50,True,False,149.821,"[2273, 962, 807, 809, 875, 1454, 1680, 819, 788, 2199, 1656, 793, 2200]",660,50.0,0.003,-9999.0,0.0,0.0,,,nan,1,nan,nan,S100,nan,nan,nan,nan,"[308591609, 100872011]"
Burgemeester van Karnebeeklaan,residential,50,False,False,7.274,812,447,50.0,0.0,-9999.0,0.0,0.0,,,nan,2,nan,nan,nan,nan,nan,nan,nan,7493876
Burgemeester Patijnlaan,secondary,50,True,False,63.497,"[801, 803, 791]",436,50.0,0.001,-9999.0,0.0,0.0,,,nan,nan,nan,nan,S100,nan,nan,nan,nan,311763917
Burgemeester Patijnlaan,secondary,50,True,False,147.36599999999999,"[800, 2608, 820, 2607]",443,50.0,0.003,-9999.0,0.0,0.0,,,nan,nan,nan,nan,S100,nan,nan,nan,nan,311763917
Burgemeester Patijnlaan,secondary,50,True,False,7.341,795,437,50.0,0.0,-9999.0,0.0,1.0,,,nan,1,nan,nan,S100,nan,nan,nan,nan,837553905
Carnegieplein,tertiary,50,True,False,10.118,817,450,50.0,0.0,-9999.0,0.0,0.0,,,nan,1,nan,nan,nan,nan,nan,nan,nan,220108343
Burgemeester Patijnlaan,secondary,50,True,False,155.534,"[2336, 802, 808, 1867, 811, 1647, 1455, 785, 847, 2197, 792, 798]",441,50.0,0.003,-9999.0,0.0,0.0,,,nan,2,nan,nan,S100,nan,nan,nan,nan,"[837553904, 307920178, 308591607]"
Alexanderveld,residential,50,False,False,8.745,804,444,50.0,0.0,-9999.0,0.0,0.0,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,7477047
Burgemeester Patijnlaan,secondary,50,True,False,107.982,"[1864, 806, 968]",446,50.0,0.002,-9999.0,0.0,0.0,,,nan,1,nan,nan,S100,nan,nan,nan,nan,308591609
Burgemeester Patijnlaan,secondary,50,True,False,147.053,"[1865, 810, 1866, 814, 2713]",449,50.0,0.003,-9999.0,0.0,0.0,,,nan,1,nan,nan,S100,nan,nan,nan,nan,308591609
Carnegielaan,secondary,50,True,False,90.72800000000001,"[835, 1608, 841, 1609, 815, 858, 831]",451,50.0,0.002,-9999.0,0.0,0.0,,,nan,"['1', '2']",nan,nan,S100,nan,nan,nan,nan,"[100876531, 837553903]"
Carnegieplein,tertiary,50,True,False,13.791,2274,659,50.0,0.0,-9999.0,0.0,0.0,,,nan,2,nan,nan,nan,nan,nan,nan,nan,837553906
Carnegielaan,tertiary,50,True,False,8.538,823,453,50.0,0.0,-9999.0,0.0,0.0,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,7493950
Carnegielaan,secondary,50,True,False,17.549,"[824, 866, 1912]",454,50.0,0.0,-9999.0,0.0,0.0,,,nan,nan,nan,nan,S100,nan,nan,nan,nan,100876510
Carnegielaan,secondary,50,True,False,15.489,"[1906, 867]",466,50.0,0.0,-9999.0,0.0,0.0,,,nan,nan,nan,nan,S100,nan,nan,nan,nan,100876510
Carnegielaan,secondary,50,False,False,59.554,"[833, 890, 839]",458,50.0,0.001,-9999.0,0.0,0.0,,,nan,2,nan,nan,S100,nan,nan,nan,nan,100876519
Carnegielaan,secondary,50,False,False,79.476,"[869, 845, 879, 849, 886, 892]",462,50.0,0.002,-9999.0,0.0,0.0,,,nan,2,nan,nan,S100,nan,nan,nan,nan,100876519
Carnegielaan,secondary,50,True,False,2.621,842,460,50.0,0.0,-9999.0,0.0,0.0,,,nan,2,nan,nan,S100,nan,nan,nan,nan,100876508
Carnegielaan,secondary,50,True,False,40.407,"[871, 881, 894, 1911, 830]",468,50.0,0.001,-9999.0,0.0,0.0,,,nan,2,nan,nan,S100,nan,nan,nan,nan,100876508
Tobias Asserlaan,residential,50,False,True,313.0919999999999,"[643, 516, 1670, 519, 521, 2190, 2232, 2234, 2236, 2238, 1472, 2240, 1474, 2242, 1476, 2244, 1478, 2246, 2248, 2250, 1483, 2252, 2254, 2256, 2258, 1491, 2260, 2262, 747, 749, 751, 753, 1649, 509]",565,50.0,0.006,-9999.0,0.0,0.0,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[737034292, 7493895]"
Carnegielaan,secondary,50,False,False,71.998,"[872, 856, 828, 888]",469,50.0,0.001,-9999.0,0.0,0.0,,,nan,2,nan,nan,S100,nan,nan,nan,nan,100876519
Groot Hertoginnelaan,secondary,50,True,False,140.896,"[852, 853, 860, 2205, 2206, 2207]",464,50.0,0.003,-9999.0,0.0,0.0,,,nan,nan,nan,nan,S100,nan,nan,nan,nan,100876542
Carnegielaan,secondary,50,True,False,30.735999999999997,"[1905, 862, 822, 855]",465,50.0,0.001,-9999.0,0.0,0.0,,,nan,nan,nan,nan,S100,nan,nan,nan,nan,100876510
Carnegielaan,tertiary,50,True,False,43.964,"[1667, 868, 2637]",467,50.0,0.001,-9999.0,0.0,0.0,,,nan,2,nan,nan,nan,nan,nan,nan,nan,497769288
Carnegielaan,tertiary,50,True,False,15.066,884,472,50.0,0.0,-9999.0,0.0,0.0,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,749292381
Groot Hertoginnelaan,secondary,50,True,False,129.198,"[2178, 838, 1674, 843, 876, 844, 851, 2202, 1597]",577,50.0,0.003,-9999.0,0.0,0.0,,,nan,nan,nan,nan,S100,nan,nan,nan,nan,100876542
Groot Hertoginnelaan,secondary,50,True,False,268.902,"[2208, 865, 2209, 2210, 836, 2203, 1677, 883, 885, 821, 854, 859, 2204, 895]",473,50.0,0.005,-9999.0,0.0,0.0,,,nan,1,nan,nan,S100,nan,nan,nan,nan,308156088
De Constant Rebecquestraat,residential,50,False,False,17.745,"[905, 1837, 919]",486,50.0,0.0,-9999.0,0.0,1.0,,,nan,2,nan,nan,nan,nan,nan,nan,nan,"[900931283, 1346487526]"
Koningin Emmakade,secondary,50,True,False,21.051,900,477,50.0,0.0,-9999.0,0.0,0.0,,,nan,2,nan,nan,S100,nan,nan,nan,nan,459328811
Koningin Emmakade,secondary,50,True,False,190.319,"[932, 1834, 1523, 952, 2584]",494,50.0,0.004,-9999.0,0.0,0.0,,,nan,2,nan,nan,S100,nan,nan,nan,nan,459328811
Zamenhofstraat,residential,50,False,False,17.206,"[914, 1459, 710]",481,50.0,0.0,-9999.0,0.0,1.0,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,101052252
Noord West Buitensingel,secondary,50,True,False,198.674,"[960, 903, 908, 909, 913, 2268, 1885, 927]",479,50.0,0.004,0.3904990255832672,0.15744359551961642,1.0,,,nan,"['2', '3']",yes,nan,S100,nan,nan,nan,nan,"[211367729, 101052261, 101052246]"
Noord West Buitensingel,secondary,50,True,False,16.65,"[1887, 911]",480,50.0,0.0,-9999.0,0.0,0.0,,,nan,2,nan,nan,S100,nan,nan,nan,nan,682639881
Noord West Buitensingel,secondary,50,True,False,103.42999999999999,"[2155, 906, 915]",482,50.0,0.002,-9999.0,0.0,0.0,,,nan,4,nan,nan,S100,nan,nan,nan,nan,"[694374633, 211367731]"
Zamenhofstraat,residential,30,False,False,55.03,"[43, 1942, 2263, 2746, 957]",657,30.0,0.002,-9999.0,0.0,2.0,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[900931282, 211382068]"
Noord West Buitensingel,secondary,50,True,False,142.297,"[920, 929, 1886, 2559]",706,50.0,0.003,-9999.0,0.0,1.0,,,nan,nan,nan,nan,S100,nan,nan,nan,nan,101052333
Koningin Emmaplein,residential,50,False,True,16.789,"[1464, 924, 1462]",490,50.0,0.0,-9999.0,0.0,0.0,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,7493707
Noord West Buitensingel,secondary,50,True,False,61.251999999999995,"[928, 933, 902, 912, 918]",485,50.0,0.001,0.3904990255832672,0.4693646576814024,1.0,,,nan,nan,yes,nan,S100,nan,nan,nan,nan,"[101052256, 101052333, 101052263]"
Koningin Emmakade,secondary,50,True,False,256.456,"[901, 1830, 2698, 1262, 910, 922, 926]",488,50.0,0.005,-9999.0,0.0,0.0,,,nan,2,nan,nan,S100,nan,nan,nan,nan,459328811
Elandstraat,tertiary,50,False,True,19.630000000000003,"[1824, 1826, 1827]",594,50.0,0.0,-9999.0,0.0,0.0,,,nan,2,nan,nan,nan,nan,nan,nan,nan,7493623
Waldeck Pyrmontkade,secondary,50,True,False,266.209,"[934, 935, 1831, 2697, 938, 939, 1263, 925]",491,50.0,0.005,-9999.0,0.0,0.0,,,nan,2,nan,nan,S100,nan,nan,nan,nan,101068504
Weimarstraat,residential,30,False,True,18.497,"[944, 1466, 1468]",500,30.0,0.001,-9999.0,0.0,0.0,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,7493784
Koningin Emmakade,secondary,50,True,False,17.689999999999998,"[2581, 950]",502,50.0,0.0,-9999.0,0.0,0.0,,,nan,2,nan,nan,S100,nan,nan,nan,nan,201007838
Waldeck Pyrmontkade,secondary,50,True,False,88.83099999999999,"[937, 1195, 940]",496,50.0,0.002,-9999.0,0.0,0.0,,,nan,2,nan,nan,S100,nan,nan,nan,nan,694347423
Van Speijkstraat,residential,50,False,False,24.875,"[292, 2421]",684,50.0,0.0,-9999.0,0.0,0.0,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[1035347667, 7493708]"
Waldeck Pyrmontkade,secondary,50,True,False,99.488,"[945, 2582]",501,50.0,0.002,-9999.0,0.0,0.0,,,nan,2,nan,nan,S100,nan,nan,nan,nan,1300717033
Waldeck Pyrmontkade,secondary,50,True,False,9.242,942,497,50.0,0.0,-9999.0,0.0,0.0,,,nan,2,nan,nan,S100,nan,nan,nan,nan,101068504
Waldeck Pyrmontkade,secondary,50,True,False,41.528,"[1832, 1828]",595,50.0,0.001,-9999.0,0.0,0.0,,,nan,2,nan,nan,S100,nan,nan,nan,nan,101068504
Waldeck Pyrmontkade,secondary,50,True,False,217.96699999999998,"[2583, 2186, 1835, 1516, 1524, 1525, 1526, 949]",569,50.0,0.004,-9999.0,0.0,0.0,,,nan,2,nan,nan,S100,nan,nan,nan,nan,101068504
Bilderdijkstraat,tertiary,50,False,True,80.909,"[2057, 2060, 2062, 2064, 2066, 2068, 2070]",634,50.0,0.002,-9999.0,0.0,0.0,,,nan,2,nan,nan,nan,nan,nan,nan,nan,694312290
"['Bilderdijkstraat', 'Torenstraat', 'Bibliotheekbrug']",tertiary,50,False,True,29.707,"[2466, 2474, 2463]",691,50.0,0.001,0.3843190371990204,0.2802692526403143,0.0,,,nan,2,yes,nan,nan,nan,nan,nan,nan,"[1084015753, 1084015763, 1084015764]"
Veenkade,residential,50,True,False,4.84,"[2481, 2041]",693,50.0,0.0,-9999.0,0.0,0.0,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,1163938313
Elandstraat,tertiary,50,False,True,93.554,"[2368, 978, 2364, 2358]",667,50.0,0.002,-9999.0,0.0,0.0,,,nan,"['4', '3']",nan,nan,nan,nan,nan,nan,nan,"[1030143761, 1030143764, 1030143766]"
Vondelstraat,tertiary,50,True,False,11.764,"[979, 2702]",509,50.0,0.0,-9999.0,0.0,0.0,,,nan,1,nan,nan,nan,nan,nan,nan,nan,7493687
Elandstraat,residential,50,True,False,16.976999999999997,"[2532, 2533, 2534, 2535, 2545, 1173]",531,50.0,0.0,-9999.0,0.0,0.0,,,nan,1,nan,nan,nan,nan,nan,nan,nan,1174008418
"['Vondelstraat', 'Elandstraat']",tertiary,50,True,False,37.654,"[2369, 2370, 2371, 2340, 2531, 2530, 1575, 2537, 2543]",668,50.0,0.001,-9999.0,0.0,0.0,,,nan,1,nan,nan,nan,nan,nan,nan,nan,"[1030143770, 7493687]"
Javastraat,tertiary,50,True,False,97.639,"[1443, 1444, 1445, 2290, 2291, 1012, 1308, 1020]",513,50.0,0.002,-9999.0,0.0,1.0,,,nan,"['1', '2']",nan,nan,nan,nan,nan,nan,nan,"[683965888, 203267966]"
Alexanderstraat,residential,50,False,False,11.0,"[2800, 1973]",604,50.0,0.001,-9999.0,0.0,3.0,1435019605.0,11695230690.0,1435019605_11695230690,4,nan,nan,nan,nan,nan,nan,nan,1030195916
Javastraat,tertiary,50,True,False,114.353,"[1452, 1015]",517,50.0,0.002,0.005687517113983631,0.0023714151560447322,0.0,,,nan,2,nan,nan,nan,nan,nan,nan,nan,129481539
Alexanderstraat,residential,50,True,False,12.136,1017,518,50.0,0.0,0.1839844435453415,0.14943718651944896,0.0,,,nan,1,nan,nan,nan,nan,nan,nan,nan,130208753
"['Javastraat', 'Nassauplein']","['residential', 'tertiary']",50,True,False,290.44500000000005,"[1312, 1763, 1315, 1321, 1066, 1067, 1612, 1069, 1072, 1073, 1076, 1078, 1079, 1689, 1019, 2430, 1310]",592,50.0,0.006,0.21799057722091675,0.4264478574907308,0.0,,,nan,"['1', '2']",nan,nan,nan,nan,nan,nan,nan,"[137474769, 130208756, 137474765]"
Javastraat,tertiary,50,True,False,202.80699999999996,"[1314, 999, 1064, 1065, 1320, 1068, 602, 1018, 1309]",519,50.0,0.004,0.3017656207084656,0.7470982731241566,0.0,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,130208757
Alexanderstraat,residential,50,True,False,105.86599999999999,"[1063, 2412, 2414, 1007, 2418, 1972, 1974, 2711, 1311]",603,50.0,0.002,0.1839844435453415,0.002820029975559314,0.0,,,nan,1,nan,nan,nan,nan,nan,nan,nan,130278048
Vondelstraat,tertiary,50,True,False,76.072,"[1166, 1167, 2544, 2546, 2046, 2047]",526,50.0,0.002,-9999.0,0.0,0.0,,,nan,1,nan,nan,nan,nan,nan,nan,nan,7493687
Vondelstraat,tertiary,50,False,False,22.061,2043,623,50.0,0.0,-9999.0,0.0,0.0,,,nan,2,nan,nan,nan,nan,nan,nan,nan,694312288
Vondelstraat,tertiary,50,True,False,91.29299999999999,"[2529, 2701, 2032, 1169, 1171, 980, 2361, 2045]",529,50.0,0.002,-9999.0,0.0,0.0,,,nan,1,nan,nan,nan,nan,nan,nan,nan,694312287
Elandstraat,tertiary,50,True,False,11.117999999999999,"[2536, 1404, 1172]",530,50.0,0.0,-9999.0,0.0,0.0,,,nan,1,nan,nan,nan,nan,nan,nan,nan,1174006906
Laan van Meerdervoort,tertiary,50,True,False,198.36900000000003,"[2727, 2664, 2539, 1427, 1428, 1875, 1431, 959]",561,50.0,0.004,-9999.0,0.0,0.0,,,nan,"['1', '2']",nan,nan,nan,nan,nan,nan,nan,"[203267969, 211778322, 1174006900]"
nan,residential,50,False,False,8.994,"[986, 2379]",669,50.0,0.0,-9999.0,0.0,0.0,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,7476984
Scheveningseveer,residential,50,True,False,28.416,"[2385, 2386, 1212]",536,50.0,0.001,-9999.0,0.0,0.0,,,nan,1,nan,nan,nan,nan,nan,nan,nan,1030148551
Scheveningseveer,residential,50,True,False,13.045,"[2376, 2383]",673,50.0,0.0,-9999.0,0.0,0.0,,,nan,1,nan,nan,nan,nan,nan,nan,nan,1030148552
Hogewal,residential,50,True,False,30.041,"[2387, 2388, 2390]",675,50.0,0.001,-9999.0,0.0,0.0,,,nan,2,nan,nan,nan,nan,nan,nan,nan,1030148553
Herderstraat,residential,30,False,True,56.554,"[728, 1273, 1270]",541,30.0,0.002,-9999.0,0.0,0.0,,,nan,nan,nan,nan,nan,nan,nan,nan,no,"[184330448, 184330447]"
Nassauplein,residential,50,True,False,110.00399999999999,"[1300, 963, 1692, 1301]",542,50.0,0.002,0.16537553071975708,0.2782803764527432,0.0,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,311785015
Torenstraat,tertiary,50,False,True,85.19800000000001,"[1344, 1346, 1348, 1350, 1965, 2109, 1342, 2815]",644,50.0,0.002,-9999.0,0.0,0.0,,,nan,2,nan,nan,nan,nan,nan,nan,nan,203242491
Jan Hendrikstraat,tertiary,50,True,False,17.518,"[2088, 2084, 2085]",640,50.0,0.0,-9999.0,0.0,0.0,,,nan,1,nan,nan,nan,nan,nan,nan,nan,694321715
Torenstraat,tertiary,50,False,True,77.333,"[2106, 1352, 1355, 2108, 2550, 2552, 2554, 2459, 2556, 2461, 2110]",645,50.0,0.002,-9999.0,0.0,0.0,,,nan,2,nan,nan,nan,nan,nan,nan,nan,1084015753
Torenstraat,tertiary,50,False,False,30.722,"[2080, 1359]",636,50.0,0.001,-9999.0,0.0,0.0,,,nan,2,nan,nan,nan,nan,nan,nan,nan,1084015753
Torenstraat,tertiary,50,False,False,13.87,1374,552,50.0,0.0,-9999.0,0.0,0.0,,,nan,2,nan,nan,nan,nan,nan,nan,nan,1084015753
Torenstraat,tertiary,50,False,True,152.43,"[2081, 2696, 2445, 2447, 2449, 2451, 1368, 2072, 2074, 2076]",637,50.0,0.003,-9999.0,0.0,0.0,,,nan,2,nan,nan,nan,nan,nan,nan,nan,1084015753
Pieterstraat,residential,50,False,False,6.328,"[1496, 1557]",567,50.0,0.0,-9999.0,0.0,0.0,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,211521670
Torenstraat,tertiary,50,False,False,57.331,"[2610, 2462, 2471]",690,50.0,0.001,-9999.0,0.0,0.0,,,nan,2,nan,nan,nan,nan,nan,nan,nan,1084015753
Prinsegracht,tertiary,50,True,False,65.535,"[1909, 1415]",555,50.0,0.001,-9999.0,0.0,0.0,,,nan,2,nan,nan,nan,nan,nan,nan,nan,203251109
Jan Hendrikstraat,tertiary,50,False,False,8.622,1590,575,50.0,0.0,-9999.0,0.0,0.0,,,nan,2,nan,nan,nan,nan,nan,nan,nan,416925657
Jan Hendrikstraat,tertiary,50,False,True,78.317,"[2731, 718, 2096, 2099, 2101, 2103, 2618]",642,50.0,0.002,-9999.0,0.0,0.0,,,nan,2,nan,nan,nan,nan,nan,nan,nan,211771895
Johan de Wittlaan,residential,50,False,True,20.25,"[1480, 1485, 1486, 2195, 538]",566,50.0,0.0,-9999.0,0.0,0.0,,,nan,2,nan,nan,nan,nan,nan,nan,nan,7494148
nan,secondary_link,50,True,False,29.920000000000005,"[1513, 1514, 1515, 1517, 1518, 1519, 1520, 1521, 1522]",570,50.0,0.001,-9999.0,0.0,0.0,,,nan,1,nan,nan,nan,nan,nan,nan,nan,211377395
"['Prinsegracht', 'Boekhorststraat']",residential,"['30', '50']",True,False,122.959,"[719, 720, 1589, 2104, 62, 1919]",576,40.0,0.003,-9999.0,0.0,0.0,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[7477720, 7477638]"
Surinamestraat,residential,30,True,False,48.991,1695,583,30.0,0.002,-9999.0,0.0,0.0,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,7477196
Surinamestraat,residential,30,True,False,36.873,1700,587,30.0,0.001,-9999.0,0.0,0.0,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,7477196
Elandstraat,tertiary,50,True,False,23.285,"[2700, 948, 2356, 202]",666,50.0,0.0,-9999.0,0.0,0.0,,,nan,2,nan,nan,nan,nan,nan,nan,nan,1030143762
Scheveningseveer,residential,50,True,False,18.322,"[2384, 1967]",601,50.0,0.0,-9999.0,0.0,0.0,,,nan,2,nan,nan,nan,nan,nan,nan,nan,1030148550
Alexanderstraat,residential,50,False,False,28.0,"[2800, 1973]",604,50.0,0.001,-9999.0,0.0,1.0,11695230690.0,6407061859.0,11695230690_6407061859,4,nan,nan,nan,nan,nan,nan,nan,1030195916
Parkstraat,tertiary,50,False,False,98.208,"[1991, 1899, 1997, 1999, 2002]",609,50.0,0.002,-9999.0,0.0,0.0,,,nan,2,nan,nan,nan,nan,nan,nan,nan,683964134
Parkstraat,tertiary,50,False,False,110.88300000000001,"[1987, 1989, 2004, 2006, 2010]",613,50.0,0.002,-9999.0,0.0,0.0,,,nan,2,nan,nan,nan,nan,nan,nan,nan,683964134
Zoutmanstraat,residential,50,False,False,94.80100000000002,"[2023, 2025, 2028, 2039, 2719]",619,50.0,0.002,-9999.0,0.0,0.0,,,nan,2,nan,nan,nan,nan,nan,nan,nan,694307743
Zoutmanstraat,residential,50,False,False,88.122,2031,620,50.0,0.002,-9999.0,0.0,1.0,,,nan,2,nan,nan,nan,nan,nan,nan,nan,694307743
Elandstraat,tertiary,50,True,False,30.619,"[2542, 2036, 2365, 2366, 2367]",622,50.0,0.001,-9999.0,0.0,0.0,,,nan,1,nan,nan,nan,nan,nan,nan,nan,1030143767
Vondelstraat,tertiary,50,False,False,107.666,"[2048, 2051]",628,50.0,0.002,-9999.0,0.0,0.0,,,nan,2,nan,nan,nan,nan,nan,nan,nan,694312288
Vondelstraat,tertiary,50,False,False,35.089,2053,629,50.0,0.001,-9999.0,0.0,0.0,,,nan,2,nan,nan,nan,nan,nan,nan,nan,694312288
Vondelstraat,tertiary,50,False,False,30.272,2309,662,50.0,0.001,-9999.0,0.0,0.0,,,nan,2,nan,nan,nan,nan,nan,nan,nan,694312288
Vondelstraat,tertiary,50,False,True,48.024,2310,663,50.0,0.001,-9999.0,0.0,0.0,,,nan,2,nan,nan,nan,nan,nan,nan,nan,694312288
Vondelstraat,residential,"['30', '50']",True,False,90.02699999999999,"[1568, 1569, 1570, 1571, 1572, 2308, 742, 2311, 743, 683, 1397]",664,40.0,0.002,-9999.0,0.0,0.0,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[52882715, 1160226659]"
Nobelstraat,residential,30,False,False,12.882,"[1142, 1363, 2453, 2598]",708,30.0,0.0,-9999.0,0.0,0.0,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,1252791195
Jan Hendrikstraat,tertiary,50,False,False,116.429,"[2097, 2091, 2093, 2089]",643,50.0,0.002,-9999.0,0.0,0.0,,,nan,2,nan,nan,nan,nan,nan,nan,nan,694321713
Tournooiveld,tertiary,50,False,False,40.505,"[2145, 2147, 2149, 2141]",649,50.0,0.001,-9999.0,0.0,0.0,,,nan,4,nan,nan,nan,nan,nan,nan,nan,694354382
Lange Vijverberg,tertiary,50,True,False,184.0,"[1892, 264, 1389, 2128, 2129, 2130, 2131, 2132, 2133, 278, 2135, 2136, 2137, 2138, 2139, 2134, 1149, 286]",155,50.0,0.006,-9999.0,0.0,0.0,11695230688.0,6519030828.0,11695230688_6519030828,1,nan,nan,nan,nan,nan,nan,nan,"[1359070465, 694353013]"
Tournooiveld,tertiary,50,False,False,16.605,"[2153, 2151]",651,50.0,0.0,-9999.0,0.0,0.0,,,nan,4,nan,nan,nan,nan,nan,nan,nan,694354382
Onafhankelijkheidstraat,residential,30,False,False,25.604,2558,705,30.0,0.001,0.039210475981235504,0.0949030490587059,0.0,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,1182383113
Hogewal,residential,50,True,False,29.48,"[2377, 2378, 2381]",671,50.0,0.001,-9999.0,0.0,2.0,,,nan,1,nan,nan,nan,nan,nan,nan,nan,1030148549
Scheveningseveer,residential,50,True,False,13.026,2382,672,50.0,0.0,-9999.0,0.0,0.0,,,nan,1,nan,nan,nan,nan,nan,nan,nan,1030148548
Koningskade,primary,50,True,False,88.656,"[969, 780, 2502, 2566]",697,50.0,0.002,-9999.0,0.0,0.0,,,nan,2,nan,nan,S100,nan,nan,nan,nan,129372681
Mauritskade,tertiary,50,True,False,28.56,"[2401, 2394, 2395, 2397]",677,50.0,0.001,-9999.0,0.0,0.0,,,nan,1,nan,nan,nan,nan,nan,nan,nan,1030187715
Mauritskade,tertiary,50,True,False,26.099,"[2400, 1618, 2406]",681,50.0,0.001,-9999.0,0.0,0.0,,,nan,1,nan,nan,nan,nan,nan,nan,nan,1030187715
Nassauplein,residential,50,True,False,24.189999999999998,"[2426, 2427, 2428, 2429]",688,50.0,0.0,0.07039063423871994,0.9933483789396507,0.0,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,1039612342
Noordwal,residential,"['30', '50']",True,False,90.752,"[2464, 2498, 2499, 2468, 1159, 1160, 1772, 1773, 243, 2489]",692,40.0,0.002,-9999.0,0.0,0.0,,,nan,"['1', '2']",nan,nan,nan,nan,nan,nan,nan,"[1125919229, 211521666, 1125919228, 1125919237]"
nan,tertiary,50,True,False,11.07,2503,696,50.0,0.0,-9999.0,0.0,0.0,,,nan,1,nan,nan,nan,nan,nan,nan,nan,1150006866
nan,primary,50,True,False,8.55,2510,698,50.0,0.0,-9999.0,0.0,0.0,,,nan,2,nan,nan,S100,nan,nan,nan,nan,1150007707
nan,tertiary,50,True,False,9.9,2512,701,50.0,0.0,-9999.0,0.0,0.0,,,nan,2,nan,nan,nan,nan,nan,nan,nan,1150006863
nan,primary,50,True,False,8.538,2516,702,50.0,0.0,-9999.0,0.0,0.0,,,nan,2,nan,nan,S100,nan,nan,nan,nan,1150006871
